month,ratio_quantity.05W,ratio_quantity.06H,ratio_quantity.06K,ratio_quantity.06L,ratio_quantity.06N,ratio_quantity.06Q,ratio_quantity.06T,ratio_quantity.07G,ratio_quantity.07H,ratio_quantity.07K,ratio_quantity.09D,ratio_quantity.10Q,ratio_quantity.10R,ratio_quantity.11J,ratio_quantity.11M
1514764800,0.0,0.0,0.01968812150761935,0.0,0.02536855458408832,0.0,0.0,0.021425556244559867,0.008689706486042694,0.0,0.028920519215186773,0.0,0.09444171171327762,0.027918909400624938,0.024711133086165623
1517443200,0.0,0.0,0.009067047386181894,0.0,0.021044746251754877,0.0,0.014494731303593519,0.020919234312621566,0.0,0.0,0.04517620520833991,0.0,0.09444953511477867,0.03080524952607405,0.103618343941944
1519862400,0.0,0.07543920128471142,0.00615137304520137,0.0,0.20288722298594772,0.0,0.0,0.11592316914492858,0.0,0.0,0.017024317171189487,0.0,0.012965716466852888,0.4646218881869711,0.029395346965435786
1522540800,0.0,0.0,0.0646952946566213,0.022803843813188323,0.008403899915589591,0.0,0.0,0.25310857110443025,0.0,0.0,0.0,0.0,0.18733663568184675,0.0635485119683126,0.10429631290791544
1525132800,0.0,0.07584498200210164,0.006145013611319537,0.02275358302514248,0.0,0.0236987889949501,0.015373956418858454,0.3058787439722895,0.023436236126317945,0.0,0.0718135171441785,0.04761228352799035,0.08266942937730529,0.08181490912722192,0.033554184284054094
1527811200,0.0,0.0,0.0,0.0,0.008387235371029212,0.02372580653395892,0.0,0.0207961174927641,0.0,0.0,0.11974969809042195,0.03897638365593934,0.06503901875851772,0.05330646549895563,0.2842934937005928
1530403200,0.0,0.0,0.009038688375802285,0.022758804656660605,0.012575382819664837,0.0,0.0,0.18711534119134712,0.0,0.01616684047541336,0.09135677080056867,0.03512649675312488,0.060087856441792396,0.06368217247677124,0.07397977510059989
1533081600,0.0,0.0,0.0,0.022722850133667274,0.016722433647619887,0.0,0.0,0.10567327139871213,0.02332297732160499,0.010733237391767576,0.029236719536757293,0.012426180654757127,0.011788488201775926,0.042895584262684354,0.07990105571395542
1535760000,0.0,0.034156600636559224,0.0090166921799444,0.0,0.05890680435592016,0.0,0.0,0.041915464741335166,0.0,0.0,0.037127738628277084,0.02800147225625274,0.024814971112348597,0.04079469067802419,0.08612754760530872
1538352000,0.0,0.0,0.015445754461871276,0.0,0.012514651662215099,0.0,0.0,0.2990303950513144,0.0,0.0,0.02845747181187442,0.05076194427617216,0.09235784126763981,0.053503648544317994,0.029207718804877752
1541030400,0.03168075107764501,0.0438439282740358,0.017424678858192027,0.0,0.004175398352705717,0.0,0.0,0.020663575823990567,0.0,0.23777574557731906,0.057931329080375876,0.0,0.031510387784841956,0.003375000311102373,0.039579636107020116
1543622400,0.0,0.0,0.0,0.0,0.00834638572746847,0.0,0.0,0.07275736943646802,0.0,0.0,0.0,0.0,0.06389208048846512,0.029816996635007108,0.29248465340385427
1546300800,0.0,0.0,0.04157281818060929,0.0,0.004170287521767398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012861380392494036,0.008424049058387445,0.02349066434552342
1548979200,0.0,0.0,0.0,0.0,0.05048759593403943,0.030913055404574806,0.0,0.12315361543540788,0.0,0.0,0.0,0.0,0.01287018325350211,0.06729465150665376,0.006129006577094077
1551398400,0.0,0.016193706375046198,0.055643654209235754,0.009893036800405156,0.0,0.0,0.0,0.0,0.1037166950381439,0.0,0.03543147650609724,0.0,0.0,0.08417653026716262,0.03341254927404942
1554076800,0.0,0.007324412033266701,0.0,0.0,0.0,0.03990852707279023,0.0,0.1266624796230544,0.0,0.0,0.0,0.012256936576111304,0.01327646107805029,0.07460760749066651,0.03901380375131848
1556668800,0.0,0.009554848852263622,0.004638338640142016,0.0,0.0684218373069811,0.0,0.0,0.1686077077796535,0.0,0.0,0.0,0.0,0.013424904407368696,0.042096939111463935,0.03336987795044714
1559347200,0.0,0.03939903518070609,0.01599469750948649,0.03822869219837481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013295450631952338,0.019783408432651552,0.011503185510200341
1561939200,0.0,0.048912560087836655,0.0,0.0,0.0,0.0,0.10792088779229392,0.0,0.0,0.0,0.0,0.0,0.03978501625854976,0.03168100868468173,0.008238239993170233
1564617600,0.0,0.03927733210999404,0.0,0.0,0.0,0.0,0.0,0.02102562253896068,0.0,0.0,0.0,0.0,0.021758630839017967,0.011525923038438574,0.3659047093877003
1567296000,0.0,0.009511682343384573,0.0,0.022532554560546765,0.0,0.0,0.0,0.0,0.008743749687484374,0.0,0.0,0.0,0.02658075288403157,0.03273211550729928,0.0239535262285929
1569888000,0.0,0.0,0.0086636563782137,0.07967283682803449,0.05294062374836862,0.0,0.0,0.0,0.023649633896441424,0.0,0.0,0.0,0.055911581756742205,0.03775958438724395,0.013628283104398738
1572566400,0.0,0.027181919119894073,0.0,0.06062770678112254,0.0,0.0,0.008631482092616107,0.12549566188709294,0.0,0.0,0.0,0.0,0.03958067797046593,0.02810699440754376,0.03611106220211894
1575158400,0.11132540144208002,0.0,0.0,0.07968503517502755,0.0,0.0,0.0,0.0,0.15189661671849963,0.0,0.0,0.0,0.013245504206364861,0.004732862035969951,0.0499373823832939
1577836800,0.0,0.11597011075955799,0.0,0.11426185279642272,0.0,0.019225983978409626,0.11756981016533982,0.12530111306708752,0.02922533398623876,0.0,0.0,0.0,0.039588440466946095,0.056241924842705425,0.0502535292422933
1580515200,0.0,0.032856060836501916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028142600285354025,0.04990740530259973
1583020800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017474214710050395,0.0,0.0,0.0,0.013241810328187399,0.0,0.04662677059937999
1585699200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06705947336561746
1588291200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028085752907260765,0.14009554916542125
1590969600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06241231543578431
1593561600,0.0,0.002833373823261464,0.0,0.0,0.0,0.0,0.0,0.020848962226815,0.0,0.0,0.0,0.0,0.0,0.0046940404530423935,0.003993462766520892
1596240000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01334926017928502,0.003467377852581554,0.08274101438817359
1598918400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12449402425433566,0.0,0.0,0.0,0.0,0.0,0.0,0.1619423692636072
1601510400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604188800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12462493964798313,0.008749192317416912,0.0,0.0,0.0,0.0,0.0,0.011388778640814794
1606780800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10665475630495351
1609459200,0.0,0.005541969836414202,0.0,0.0,0.0,0.0,0.0,0.0,0.008741121434159142,0.0,0.0,0.0,0.0,0.06082567006529363,0.16862160162389664
1612137600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02139326681527617
1614556800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12459405962309254,0.0,0.0,0.0,0.0,0.0,0.02805485665773694,0.01929840624093259
1617235200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09510686316143295
1619827200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016997489131053575
1622505600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012114208082781857
1625097600,0.0,0.0,0.0,0.0,0.005013730042536799,0.0,0.0,0.0,0.0,0.0,0.02034325343760663,0.0,0.0,0.05599577775975504,0.0
1627776000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028973095135600504,0.0,0.0,0.0,0.0
1630454400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027955882876326492,0.0
1633046400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12379307155835537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635724800,0.0,0.0,0.0,0.0,0.01141776625930651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027873758419387298,0.0
1638316800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640995200,0.0,0.0,0.009125397631325803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03477766897353371,0.0
1643673600,0.0,0.0,0.004844936616545495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006868993017044365,0.01126899960980792
1646092800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068599967306627214,0.0
1648771200,0.0,0.0,0.0,0.0,0.015618943671855642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034740107627452436,0.0
1651363200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006858884320696839,0.0
1654041600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006854029646344408,0.0
1656633600,0.0,0.013126394062998144,0.0,0.0,0.0056839497644838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006847817879334827,0.0
1659312000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017248931082852203,0.0,0.0,0.0,0.0,0.006842459006612762,0.0
1661990400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013695150565167024,0.03351389195961382
1664582400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020461135774278383,0.0
1667260800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006823100793821275,0.0
1669852800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01484821694934987,0.011141075242283499
1672531200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010238943976021942,0.0
